global_frame_index,row_index,column_index,frame_path,frame_path_os,source_layer_paths,image_size,visible_bbox,bbox_w,bbox_h,bbox_center,feet_base_y,alpha_coverage,blank,partial_or_cut_off,full_body_heuristic_score,anchor_point,notes
2129,42,29,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c29.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c29.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[89, 82, 130, 181]",41,99,"[109.5, 131.5]",181.0,10.6313,False,False,0.4,"[109.5, 181.0]",
2130,42,30,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c30.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c30.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[89, 83, 130, 180]",41,97,"[109.5, 131.5]",180.0,10.547675,False,False,0.4,"[109.5, 180.0]",
2131,42,31,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c31.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c31.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[89, 68, 125, 180]",36,112,"[107.0, 124.0]",180.0,11.4012,False,False,1.0,"[107.0, 180.0]",
2132,42,32,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c32.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c32.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[97, 41, 143, 143]",46,102,"[120.0, 92.0]",143.0,12.034725,False,False,1.0,"[120.0, 143.0]",
2133,42,33,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c33.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c33.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[99, 40, 144, 143]",45,103,"[121.5, 91.5]",143.0,12.102275,False,False,1.0,"[121.5, 143.0]",
2134,42,34,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c34.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c34.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[76, 56, 137, 142]",61,86,"[106.5, 99.0]",142.0,11.428925,False,False,0.4,"[106.5, 142.0]",
2135,42,35,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c35.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c35.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[98, 71, 159, 165]",61,94,"[128.5, 118.0]",165.0,12.275775,False,False,0.4,"[128.5, 165.0]",
2136,42,36,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c36.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c36.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[98, 72, 160, 165]",62,93,"[129.0, 118.5]",165.0,12.286925,False,False,0.4,"[129.0, 165.0]",
2137,42,37,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c37.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c37.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[93, 61, 154, 165]",61,104,"[123.5, 113.0]",165.0,12.751375,False,False,1.0,"[123.5, 165.0]",
2138,42,38,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c38.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c38.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[46, 56, 106, 142]",60,86,"[76.0, 99.0]",142.0,10.74375,False,False,0.4,"[76.0, 142.0]",
2139,42,39,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c39.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c39.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[45, 55, 106, 142]",61,87,"[75.5, 98.5]",142.0,10.957325,False,False,0.4,"[75.5, 142.0]",
2140,42,40,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c40.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c40.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[51, 66, 111, 142]",60,76,"[81.0, 104.0]",142.0,10.4491,False,False,0.4,"[81.0, 142.0]",
2141,42,41,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c41.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c41.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[59, 82, 107, 177]",48,95,"[83.0, 129.5]",177.0,11.440475,False,False,0.4,"[83.0, 177.0]",
2142,42,42,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c42.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c42.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[59, 84, 106, 177]",47,93,"[82.5, 130.5]",177.0,11.372075,False,False,0.4,"[82.5, 177.0]",
2143,42,43,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c43.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c43.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[67, 73, 129, 177]",62,104,"[98.0, 125.0]",177.0,12.2531,False,False,1.0,"[98.0, 177.0]",
2144,42,44,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c44.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c44.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[76, 34, 114, 137]",38,103,"[95.0, 85.5]",137.0,10.68105,False,False,1.0,"[95.0, 137.0]",
2145,42,45,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c45.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c45.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[73, 26, 115, 137]",42,111,"[94.0, 81.5]",137.0,11.561225,False,False,1.0,"[94.0, 137.0]",
2146,42,46,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c46.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c46.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[71, 56, 123, 137]",52,81,"[97.0, 96.5]",137.0,9.339325,False,False,0.4,"[97.0, 137.0]",
2147,42,47,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c47.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c47.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[105, 53, 165, 145]",60,92,"[135.0, 99.0]",145.0,13.36405,False,False,0.4,"[135.0, 145.0]",
2148,42,48,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c48.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c48.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[105, 54, 170, 145]",65,91,"[137.5, 99.5]",145.0,13.3421,False,False,0.4,"[137.5, 145.0]",
2149,42,49,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c49.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r42_c49.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[101, 59, 164, 145]",63,86,"[132.5, 102.0]",145.0,11.5728,False,False,0.4,"[132.5, 145.0]",
2150,43,0,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c00.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c00.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[37, 72, 99, 158]",62,86,"[68.0, 115.0]",158.0,11.79465,False,False,0.4,"[68.0, 158.0]",
2151,43,1,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c01.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c01.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[32, 74, 99, 158]",67,84,"[65.5, 116.0]",158.0,11.602225,False,False,0.4,"[65.5, 158.0]",
